"expression","reading","meaning","tags","guid","meaning_vi"
"液体","えきたい","liquid, fluid","JLPT JLPT_2","CdyMwPZr;-","chất lỏng, chất lỏng"
"エチケット","エチケット","etiquette","JLPT JLPT_2","JD<(LA+lT8","nghi thức"
"絵の具","えのぐ","colors, paints","JLPT JLPT_2","il.hIkd5@*","màu sắc, sơn"
"エプロン","エプロン","apron","JLPT JLPT_2","iE$K!WaP&V","tạp dề"
"偉い","えらい","great, celebrated, remarkable,","JLPT JLPT_2","va_:XsaQZY","tuyệt vời, nổi tiếng, đáng chú ý,"
"宴会","えんかい","party, banquet","JLPT JLPT_2","i-sdwsFh$Z","bữa tiệc, bữa tiệc"
"園芸","えんげい","horticulture, gardening","JLPT JLPT_2","BqeOt&R7YG","nghề làm vườn, làm vườn"
"演劇","えんげき","play (theatrical)","JLPT JLPT_2","Otg5e*No,p","vở kịch (sân khấu)"
"円周","えんしゅう","circumference","JLPT JLPT_2","Q#$a9V=}iv","đường tròn"
"遠足","えんそく","trip, hike, picnic","JLPT JLPT_2","K/i>jpon?&","chuyến đi, đi bộ, dã ngoại"
"延長","えんちょう","extension, prolongation","JLPT JLPT_2","kv5xP;(9Nh","sự gia hạn, sự kéo dài"
"煙突","えんとつ","chimney","JLPT JLPT_2","vA~$8Qi$g7","ống khói"
"オーケストラ","オーケストラ","orchestra","JLPT JLPT_2","E(IY~:+.r]","dàn nhạc"
"オートメーション","オートメーション","automation","JLPT JLPT_2","w$xtVM50Wd","tự động hóa"
"追いかける","おいかける","to chase or run after someone","JLPT JLPT_2","IwJw]GEFbC","đuổi theo hoặc chạy theo ai đó"
"追い越す","おいこす","to pass (e.g., car), to outdistance, to outstrip","JLPT JLPT_2","QFqJ-N@k`a","vượt qua (ví dụ: ô tô), vượt xa, vượt xa"
"オイル","オイル","oil","JLPT JLPT_2","lfd7.m*9JT","dầu"
"応援","おうえん","aid, assistance, help, support, reinforcement cheering, rooting (for), support","JLPT JLPT_2","db6u7R<V*,","viện trợ, giúp đỡ, giúp đỡ, ủng hộ, tăng cường cổ vũ, ủng hộ (cho), ủng hộ"
"王女","おうじょ","princess","JLPT JLPT_2","mtg%KXTE/:","công chúa"
"応ずる","おうずる","to respond, to comply with","JLPT JLPT_2","uaD~LH-B3=","đáp lại, tuân theo"
"応接","おうせつ","reception","JLPT JLPT_2","bEx~ccePEK","thu nhận"
"応対","おうたい","receiving, dealing with","JLPT JLPT_2","cy],C~WcL}","tiếp nhận, xử lý"
"往復","おうふく","(col) round trip, coming and going, return ticket","JLPT JLPT_2","n3GyO1oyI7","(col) khứ hồi, đến và đi, vé khứ hồi"
"欧米","おうべい","Europe and America, the West","JLPT_2 JLPT Intermediate_Japanese_Ln.7 Intermediate_Japanese","n1r<]dO&N/","Châu Âu và Mỹ, phương Tây"
"応用","おうよう","application, put to practical use","JLPT JLPT_2","KS%06Cn^yw","ứng dụng, đưa vào sử dụng thực tế"
"おおざっぱ","おおざっぱ","rough (not precise), broad, sketchy","JLPT JLPT_2","OHMTu7)N;!","thô (không chính xác), rộng, sơ sài"
"大通り","おおどおり","main street","JLPT JLPT_2","e8NE2/)L:D","đường chính"
"大凡","おおよそ","about, approximately","JLPT JLPT_2","j>e8>g+K{,","về, xấp xỉ"
"お帰り","おかえり","return, welcome","JLPT JLPT_2","J&)&R*:;&e","trở lại, chào mừng"
"おかけください","おかけください","please sit down","JLPT JLPT_2","LmStb*}|~b","xin vui lòng ngồi xuống"
"おかげさまで","おかげさまで","Thanks to god, thanks to you","JLPT JLPT_2","E&mEeh`mWM","Cảm ơn chúa, cảm ơn bạn"
"おかず","おかず","side dish, accompaniment for rice dishes","JLPT JLPT_2","IW;hR&<.DQ","món ăn kèm, món ăn kèm với cơm"
"おかまいなく","おかまいなく","please don't fuss over me","JLPT JLPT_2","Bag34Ev^HT","xin đừng làm phiền tôi"
"拝む","おがむ","to worship, to pray","JLPT JLPT_2","BLY_FNPzlS","để thờ phượng, cầu nguyện"
"お代わり","おかわり","second helping, another cup","JLPT JLPT_2","b}Avsf0g_X","phần ăn thứ hai, một cốc nữa"
"補う","おぎなう","to compensate for","JLPT JLPT_2","F#($cJz>C","để bù đắp cho"
"お気の毒に","おきのどくに","I'm sorry to hear that…","JLPT JLPT_2","I}O}}43=OW","Tôi rất tiếc khi nghe điều đó…"
"屋外","おくがい","outdoors","JLPT JLPT_2","b,/pc$HdnI","ngoài trời"
"送り仮名","おくりがな","part of word written in kana","JLPT JLPT_2","L0[6p2c}y;","một phần của từ được viết bằng kana"
"お元気で","おげんきで","Take care'","JLPT JLPT_2","P?(I*3(kaT","Bảo trọng'"
"怠る","おこたる","to neglect, to fail","JLPT JLPT_2","hI%Hy&@P79","bỏ bê, thất bại"
"押さえる","おさえる","to pin down, to hold down, to press down, to hold in place, to hold steady to cover (esp. a part of one's body with one's hand), to clutch (a body part in pain), to press (a body part) to get a hold of, to obtain, to seize, to catch, to arrest","JLPT JLPT_2","n1S,CEj^b^","ghim xuống, giữ xuống, ấn xuống, giữ đúng chỗ, giữ chắc chắn để che (đặc biệt là một bộ phận cơ thể bằng tay), giữ chặt (một bộ phận cơ thể bị đau), ấn (một bộ phận cơ thể) để nắm lấy, đạt được, nắm bắt, bắt giữ, bắt giữ"
"お先に","おさきに","before, after you","JLPT JLPT_2","O/_cfB(;1v","trước, sau bạn"
"伯父","おじ","(humble) uncle (older than one's parent)","JLPT JLPT_2","b<;4u^|F5a","(khiêm tốn) chú (lớn tuổi hơn cha mẹ)"
"叔父","おじ","uncle (younger than one's parent)","JLPT JLPT_2","b5[<>DjhLo","chú (trẻ hơn cha mẹ)"
"惜しい","おしい","regrettable, disappointing","JLPT JLPT_2","u~)4Hh}G<5","đáng tiếc, đáng thất vọng"
"伯父さん","おじさん","(hon.) middle-aged gentleman, uncle","JLPT JLPT_2","oFQ*.$]vx}","(hon.) quý ông trung niên, chú"
"小父さん","おじさん","(hon.) middle-aged gentleman, uncle","JLPT JLPT_2","LsGH|S+7Q3","(hon.) quý ông trung niên, chú"
"叔父さん","おじさん","(hon.) middle-aged gentleman, uncle","JLPT JLPT_2","k@Fydl,X2%","(hon.) quý ông trung niên, chú"
"お邪魔します","おじゃまします","Excuse me for disturbing you","JLPT JLPT_2","LMVMI71T}{","Xin lỗi vì đã làm phiền bạn"
"お世話になりました","おせわになりました","I've been in your care","JLPT JLPT_2","s4cBT5H*[h","Tôi đã được bạn chăm sóc"
"お大事に","おだいじに","Take care of yourself, Take care!, Get well soon","JLPT Genki_Ln.12 Intermediate_Japanese JLPT_2 Intermediate_Japanese_Ln.12 Genki","Km@NEq/P(_","Hãy chăm sóc bản thân, Hãy cẩn thận!, Hãy sớm khỏe lại"
"落着く","おちつく","to calm down, to settle down","JLPT JLPT_2","u?j1|t;RlK","để bình tĩnh lại, để ổn định"
"お出掛け","おでかけ","outing","JLPT JLPT_2","gaqrD^P,Ry","chuyến đi chơi"
"お手伝いさん","おてつだいさん","maid","JLPT JLPT_2","iZR<wUzc/1","người giúp việc"
"脅かす","おどかす","to threaten, to coerce","JLPT JLPT_2","Q>m)3/qe`#","đe dọa, ép buộc"
"落し物","おとしもの","lost property","JLPT JLPT_2","bMV+Q#2]G~","tài sản bị mất"
"驚かす","おどろかす","to surprise, to frighten","JLPT JLPT_2","DG2lo{usAe","làm ngạc nhiên, làm sợ hãi"
"お願いします","おねがいします","Please (lit., I request)","JLPT JLPT_2 Intermediate_Japanese_Ln.1 Intermediate_Japanese","oy}-GPhVx}","Làm ơn (lit., tôi yêu cầu)"
"各々","おのおの","each, every, either","JLPT JLPT_2","s;E$Q88Yv[","mỗi, mỗi, một trong hai"
"伯母","おば","(humble) aunt (older than one's parent)","JLPT JLPT_2","z:m(P{*wZ?","(khiêm tốn) dì (lớn tuổi hơn cha mẹ)"
"叔母","おば","aunt (younger than one's parent)","JLPT JLPT_2","Ek4&AJulO*","dì (trẻ hơn cha mẹ của một người)"
"小母さん","おばさん","lady, woman, ma'am","JLPT JLPT_2","tO0?[][Q}q","quý bà, người phụ nữ, thưa bà"
"おはよう","おはよう","(abbr.) Good morning","JLPT JLPT_2","hzlc9[n5z=","(viết tắt.) Chào buổi sáng"
"お参り","おまいり","worship, shrine visit","JLPT JLPT_2","j2uP1/H2nj","lễ bái, viếng chùa"
"お待たせしました","おまたせしました","Sorry to have kept you waiting","JLPT JLPT_2","tWES^gs*3w","Xin lỗi vì đã để bạn chờ đợi"
"お待ちください","おまちください","Please wait a moment","JLPT JLPT_2","A/UH`kBoC-","Vui lòng đợi một lát"
"おまちどおさま","おまちどおさま","Sorry to have kept you waiting","JLPT JLPT_2","kyL%[N^|az","Xin lỗi vì đã để bạn chờ đợi"
"おめでたい","おめでたい","happy event, matter for congratulation","JLPT JLPT_2","eET,n2`P|Z","sự kiện vui vẻ, đáng chúc mừng"
"思い掛けない","おもいがけない","unexpected, casual","JLPT JLPT_2","pxYW;;jVL[","bất ngờ, tình cờ"
"思い切り","おもいきり","with all one's strength (heart), resignation, resolution","JLPT JLPT_2","u6znaLhPyo","bằng tất cả sức mạnh (trái tim), sự cam chịu, sự quyết tâm"
"思い込む","おもいこむ","to be under impression that, to be convinced that","JLPT JLPT_2","ggq%!UTv!w","bị ấn tượng rằng, bị thuyết phục rằng"
"思いっ切り","おもいっきり","very, much, fully","JLPT JLPT_2","z,O=En=;Mc","rất, nhiều, đầy đủ"
"思いっきり","おもいっきり","to the best of one's ability","JLPT JLPT_2","B,fE|/^X*C","theo khả năng tốt nhất của một người"
"重たい","おもたい","heavy, massive, serious","JLPT JLPT_2","kxf3li]&Z0","nặng nề, đồ sộ, nghiêm trọng"
"お休み","おやすみ","holiday, absence; (exp.) Good night","JLPT JLPT_2","g*1:u%%pd(","nghỉ lễ, vắng mặt; (exp.) Chúc ngủ ngon"
"おやつ","おやつ","between meal snack, afternoon refreshment","JLPT JLPT_2","F0Bgt+CKGH","giữa bữa ăn nhẹ, giải khát buổi chiều"
"親指","おやゆび","thumb","JLPT JLPT_2","Q]+3Y_+I|o","ngón tay cái"
"オルガン","オルガン","organ","JLPT JLPT_2","r4P=wfH}tX","cơ quan"
"御～","おん～","honorific ~","JLPT JLPT_2","oiyGIL2u!>","kính cẩn ~"
"恩恵","おんけい","blessing, benefit","JLPT JLPT_2","t6?1>QfZ5F","phước lành, lợi ích"
"温室","おんしつ","greenhouse","JLPT JLPT_2","j@PV(c1<I%","nhà kính"
"温泉","おんせん","spa, hot spring","JLPT Intermediate_Japanese JLPT_2 Genki_Ln.9 Intermediate_Japanese_Ln.10 Genki","p7%rZNufe3","spa, suối nước nóng"
"温帯","おんたい","temperate zone","JLPT JLPT_2","it?~KTCCdv","vùng ôn đới"
"御中","おんちゅう","Messrs.","JLPT JLPT_2","i:g_|_*4fM","Thưa ông."
"女の人","おんなのひと","woman","Genki_Ln.7 JLPT JLPT_2 Genki","k`gpRcVkY^","đàn bà"
"蚊","か","mosquito","JLPT JLPT_2","j=4=()Uwi2","muỗi"
"カーブ","カーブ","curve; curve ball (baseball)","JLPT JLPT_2","H$,bx/Aa*A","đường cong; quả bóng cong (bóng chày)"
"貝","かい","shell, shellfish","JLPT JLPT_2","HNd6/BU{>X","vỏ, động vật có vỏ"
"外～","がい～","foreign ~, outside ~","JLPT JLPT_2","hm9sVyWCE}","nước ngoài ~, bên ngoài ~"
"開会","かいかい","opening of a meeting","JLPT JLPT_2","Lh4g/O2OJM","khai mạc cuộc họp"
"会館","かいかん","meeting hall, assembly hall","JLPT JLPT_2","liybJFP&?H","hội trường, hội trường"
"改札","かいさつ","examination of tickets","JLPT JLPT_2","y:jbDc8VoT","kiểm tra vé"
"解散","かいさん","breakup, dissolution","JLPT JLPT_2","k.tjPn~)Hk","chia tay, giải thể"
"海水浴","かいすいよく","sea bathing, seawater bath","JLPT JLPT_2","b`BB!zK8zx","tắm biển, tắm nước biển"
"回数","かいすう","number of times, frequency","JLPT JLPT_2","e]X6r<D@Yf","số lần, tần suất"
"回数券","かいすうけん","book of tickets","JLPT JLPT_2","vh5]if8XnX","sách vé"
"改正","かいせい","revision, amendment, alteration","JLPT JLPT_2","wJ:fR1W1sK","sửa đổi, sửa đổi, sửa đổi"
"快晴","かいせい","good weather","JLPT JLPT_2","ud00-YM]pE","thời tiết tốt"
"解説","かいせつ","explanation, commentary","JLPT JLPT_2","z,rNuHyUJ$","giải thích, bình luận"
"改造","かいぞう","remodeling","JLPT JLPT_2","GV-RfF@Gn1","tu sửa"
"開通","かいつう","opening, open","JLPT JLPT_2","BJU-xej2c~","mở, mở"
"回転","かいてん","rotation, turning","JLPT JLPT_2","bT_5rLaFDl","xoay, quay"
"解答","かいとう","answer, solution","JLPT JLPT_2","yT|.1iJ,_Q","câu trả lời, giải pháp"
"回答","かいとう","reply, answer","JLPT JLPT_2","E!J[iX3Ig-","trả lời, trả lời"
"外部","がいぶ","the outside, external","JLPT JLPT_2","yk*]@{a4/.","bên ngoài, bên ngoài"
"解放","かいほう","release, liberation, emancipation","JLPT JLPT_2","zS7|<$4Sg9","sự giải phóng, sự giải phóng, sự giải phóng"
"開放","かいほう","open, throw open, liberalization","JLPT JLPT_2","K(=v$Si}Sa","mở, mở rộng, tự do hóa"
"海洋","かいよう","ocean","JLPT JLPT_2","c?Kf,aYa,k","đại dương"
"概論","がいろん","introduction, general remark","JLPT JLPT_2","EagQlRaO<~","giới thiệu, nhận xét chung"
"却って","かえって","on the contrary, rather","JLPT JLPT_2","Ff-Dhop([3","ngược lại, đúng hơn"
"家屋","かおく","house, building","JLPT JLPT_2","K9=P{6t9d@","nhà, tòa nhà"
"係わる","かかわる","to concern oneself in, to be involved in","JLPT JLPT_2","e1]obK7qg.","quan tâm tới, tham gia vào"
"書留","かきとめ","registered mail","JLPT JLPT_2","P,x~yeJiAf","thư đã đăng ký"
"書取","かきとり","dictation","JLPT JLPT_2","nlq[7d^Cda","sự đọc chính tả"
"垣根","かきね","hedge","JLPT JLPT_2","s%pg!Off-$","hàng rào"
"限り","かぎり","limit(s), as far as possible","JLPT JLPT_2","nd]$n-hPJY","(các) giới hạn, càng xa càng tốt"
"各～","かく～","every ~, each ~","JLPT JLPT_2","JIKk5aY~sz","mỗi ~, mỗi ~"
"架空","かくう","imaginary, fiction, fanciful","JLPT JLPT_2","keLv$&NvXw","tưởng tượng, hư cấu, huyền ảo"
"各自","かくじ","individual, each","JLPT JLPT_2","u>j/FKC5==","cá nhân, mỗi người"
"拡充","かくじゅう","expansion","JLPT JLPT_2","k9>S;S#x^)","mở rộng"
"学術","がくじゅつ","science, learning, scholarship","JLPT JLPT_2","y2n!_T5t*M","khoa học, học tập, học bổng"
"各地","かくち","various parts of the country","JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese","M_|B!vf-KS","các vùng khác nhau của đất nước"
"拡張","かくちょう","expansion, extension","JLPT JLPT_2","qk,U%yom=n","sự mở rộng, sự mở rộng"
"角度","かくど","angle","JLPT JLPT_2","xYUahGWaOD","góc"
"学年","がくねん","year in school, grade in school","JLPT JLPT_2","snv|Q^7V&<","năm học, lớp ở trường"
"学部","がくぶ","department of a university undergraduate (course, program, etc.)","JLPT JLPT_2","M{Rt-~pV[8","khoa của một trường đại học (khóa học, chương trình, v.v.)"
"格別","かくべつ","exceptional","JLPT JLPT_2","ew:H.)$lIz","đặc biệt"
"確率","かくりつ","probability","JLPT JLPT_2","B^!PO()@Fj","xác suất"
"学力","がくりょく","scholarship, knowledge","JLPT JLPT_2","fg#sj4f&H/","học bổng, kiến ​​thức"
"掛け算","かけざん","multiplication","JLPT JLPT_2","NBNX=8%`mD","phép nhân"
"かけざん","かけざん","multiplication","JLPT JLPT_2","J(J6;KG1P0","phép nhân"
"可決","かけつ","approval, adoption (e.g., motion, bill), passage","JLPT JLPT_2","?AdRO|`D3","phê duyệt, thông qua (ví dụ: chuyển động, dự luật), thông qua"
"火口","かこう","crater (of a volcano)","JLPT JLPT_2","I>{#77)U2L","miệng núi lửa (của núi lửa)"
"下降","かこう","decline, descent, fall","JLPT JLPT_2","olO#.LVae]","suy sụp, đi xuống, sa sút"
"重ねる","かさねる","to pile up, to heap up, to stack up, to put on top of another to repeat many times over, to go through repeatedly, to accumulate","JLPT JLPT_2","v-}D_SOws/","chồng lên, chồng lên, xếp chồng lên nhau, chồng lên nhau nhiều lần, đi qua nhiều lần, tích lũy"
"飾り","かざり","decoration, ornament, trimmings","JLPT JLPT_2","MTDy9F:WDT","sự trang trí, đồ trang trí, đồ trang trí"
"火山","かざん","volcano","JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese","nQ^q[SYzad","núi lửa"
"かしこまりました","かしこまりました","Certainly","JLPT JLPT_2 Genki_Ln.20 Genki","K[_B[U0SFm","Chắc chắn"
"貸し出し","かしだし","lending, loaning","JLPT JLPT_2","jgwQltf^|5","cho vay, cho vay"
"過失","かしつ","error, mistake, negligence","JLPT JLPT_2","wGXKGa.Q$k","sai sót, nhầm lẫn, sơ suất"
"果実","かじつ","fruit","JLPT JLPT_2","Hr5#b<WZv5","hoa quả"
"貸間","かしま","room to let","JLPT JLPT_2","f;Mu?;YNxY","phòng để cho"
"貸家","かしや","house for rent","JLPT JLPT_2","xG+iA}dT^k","nhà cho thuê"
"箇所","かしょ","place, point, part","JLPT JLPT_2","u73w,EFcqC","địa điểm, điểm, phần"
"かしょ","かしょ","passage, place","JLPT JLPT_2","QWm(5L}$9%","lối đi, nơi"
"過剰","かじょう","excess, over-","JLPT JLPT_2","gyP>>^hD);","quá mức, quá mức"
"かじる","かじる","to chew, to bite (at)","JLPT JLPT_2","HPUE@sF)^#","nhai, cắn (at)"
"課税","かぜい","taxation","JLPT JLPT_2","v<>5#MB}<q","đánh thuế"
"カセット","カセット","cassette (tape)","JLPT JLPT_2","O31|Fi(S7Q","băng cassette)"
"下線","かせん","underline, underscore","JLPT JLPT_2","pq&rc|>fY.","gạch chân, gạch dưới"
"加速","かそく","acceleration","JLPT JLPT_2","MT@qI_:;KR","tăng tốc"
"加速度","かそくど","acceleration","JLPT JLPT_2","ic-:spL~M@","tăng tốc"
"かたかな","かたかな","katakana","JLPT JLPT_2","QPplVw&IAL","katakana"
"かたづく","かたづく","to put in order, to dispose of, to solve","JLPT JLPT_2","z6jkVh5~d,","sắp xếp, xử lý, giải quyết"
"塊","かたまり","lump, mass, cluster","JLPT JLPT_2","iJm<x_b^7C","cục, khối, cụm"
"固まる","かたまる","to harden, to solidify, to become firm","JLPT JLPT_2","iT33@SKQ0$","cứng lại, cứng lại, trở nên vững chắc"
"片道","かたみち","one-way (trip)","JLPT JLPT_2","tN}hoBEcWZ","một chiều (chuyến đi)"
