"expression","reading","meaning","tags","guid","meaning_vi"
"スープ","スープ","(Western) soup","JLPT JLPT_2 JLPT_3","s,J:5SYdW2","(phương Tây) súp"
"末","すえ","the end of, powder","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4","EyKo./;AAl","sự kết thúc của, bột"
"姿","すがた","figure, shape, appearance","JLPT JLPT_2 JLPT_3","gTn!6ZHkYs","hình dáng, hình dáng, diện mạo"
"スキー","スキー","ski","JLPT JLPT_3 JLPT_2 Genki_Ln.9 Genki","EDq$^7+uK~","trượt tuyết"
"救う","すくう","to rescue from, to help out of","JLPT JLPT_2 JLPT_3","Pzdj_}ruVB","để giải cứu khỏi, để giúp đỡ"
"すくなくとも","すくなくとも","at least","JLPT JLPT_2 JLPT_3","s64aNUZ0&F","ít nhất"
"優れる","すぐれる","to surpass, to outstrip, to excel","JLPT JLPT_2 JLPT_3","fFuIf,@I[N","vượt qua, vượt xa, xuất sắc"
"スケート","スケート","skate(s), skating","JLPT JLPT_2 JLPT_3","DQ0-nYW7>.","ván trượt, ván trượt"
"スケジュール","スケジュール","schedule","JLPT JLPT_2 JLPT_3","m}P~NJ788C","lịch trình"
"少しも","すこしも","anything of, not one bit","JLPT JLPT_2 JLPT_3","pSmTW}7_?}","bất cứ điều gì, không một chút nào"
"過ごす","すごす","to pass, to spend (time)","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11","oE9$X-z%xN","vượt qua, dành (thời gian)"
"筋","すじ","muscle, string, line","JLPT JLPT_2 JLPT_3","M#_TzTBk6]","cơ, dây, đường"
"進める","すすめる","to advance, to promote, to hasten","JLPT JLPT_2 JLPT_3","u2l`IqNk23","thúc đẩy, thúc đẩy, đẩy nhanh"
"勧める","すすめる","to urge (someone) to do (something), to recommend","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13","IBeh,nV1Dt","thúc giục (ai đó) làm (điều gì đó), đề nghị"
"スター","スター","star","JLPT JLPT_2 JLPT_3","hHJocr{1ix","ngôi sao"
"スタイル","スタイル","style","JLPT JLPT_2 JLPT_3","wQruLdJqJI","phong cách"
"スタンド","スタンド","stand","JLPT JLPT_2 JLPT_3","Qz:R,pd5SR","đứng"
"頭痛","ずつう","headache","JLPT JLPT_2 JLPT_3","hcxF9uQ5ZX","đau đầu"
"ずっと","ずっと","for a long time; all the time; consecutively","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5 Genki_Ln.22 Genki","OCoZDHO:^u","trong một thời gian dài; mọi lúc; liên tiếp"
"すっぱい","すっぱい","sour, acid","JLPT JLPT_2 JLPT_3","d)l(J.2Nu=","chua, axit"
"すてき","すてき","lovely, great","JLPT JLPT_2 JLPT_3","B~-XSf&NNC","đáng yêu, tuyệt vời"
"既に","すでに","already (same as もう)","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13","d=:dSSUK:`","rồi (giống như もう)"
"すなわち","すなわち","that is, namely, e.g.","JLPT JLPT_2 JLPT_3","zS=.lQe1_+","nghĩa là, cụ thể là, v.d."
"スピーチ","スピーチ","speech","JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21","pvM3{8vA`1","lời nói"
"全て","すべて","all, the whole, entirely","JLPT JLPT_2 JLPT_3","kq!H^iT|N4","tất cả, toàn bộ, hoàn toàn"
"済ませる","すませる","to be finished","JLPT JLPT_2 JLPT_3","vQUpvSA005","sắp hoàn thành"
"角","すみ","corner","JLPT JLPT_2 JLPT_3","b^^N<lR$T]","góc"
"墨","すみ","ink","JLPT JLPT_2 JLPT_3","Pt>IB]Y%[8","mực"
"すみません (かん)","すみません (かん)","sorry, excuse me","JLPT JLPT_2 JLPT_3","Kr6X0TH7=(","xin lỗi, xin lỗi"
"澄む","すむ","to clear (e.g., weather), to become transparent","JLPT JLPT_2 JLPT_3","d^/yYeQD1M","rõ ràng (ví dụ: thời tiết), trở nên trong suốt"
"清む","すむ","to clear (e.g., weather), to become transparent","JLPT JLPT_2 JLPT_3","wMyt{WAjxX","rõ ràng (ví dụ: thời tiết), trở nên trong suốt"
"刷る","する","to print","JLPT JLPT_2 JLPT_3","MuPBNA;83U","in"
"為る","する","to do, to attempt","JLPT JLPT_2 JLPT_3","z;FwzGK-v+","làm, cố gắng"
"鋭い","するどい","pointed, sharp","JLPT JLPT_2 JLPT_3","s@c[Ya@R|h","nhọn, sắc nét"
"すれ違う","すれちがう","to pass by one another","JLPT JLPT_2 JLPT_3","fP+0(@n(JZ","đi ngang qua nhau"
"ずれる","ずれる","move, off the point","JLPT JLPT_2 JLPT_3","F2j?XV=5UF","di chuyển, ra khỏi điểm"
"正","せい","(logical) true, regular","JLPT JLPT_2 JLPT_3","AC@`-8Z+qv","(lôgic) đúng, đều đặn"
"生","せい","birth","JLPT JLPT_2 JLPT_3","yDy>Z9R,FJ","sinh"
"性","せい","sex, gender","JLPT JLPT_2 JLPT_3","Gy*nj#x|I/","giới tính, giới tính"
"姓","せい","surname, family name","JLPT JLPT_2 JLPT_3","sO,Mg|Q.hG","họ, họ"
"所為","せい","cause, reason, fault","JLPT JLPT_2 JLPT_3","yy|zc*n):n","nguyên nhân, lý do, lỗi"
"税","ぜい","tax","JLPT JLPT_2 JLPT_3","eEs:NyUxEV","thuế"
"性格","せいかく","character, personality","JLPT Intermediate_Japanese Genki_Ln.19 JLPT_3 JLPT_2 Genki Intermediate_Japanese_Ln.3","l3(d&u3o-<","tính cách, cá tính"
"正確","せいかく","accurate, punctuality, exact","JLPT JLPT_2 JLPT_3","rg^|Ktq*}h","chính xác, đúng giờ, chính xác"
"世紀","せいき","century","JLPT JLPT_2 JLPT_3","MQfIjnh7j}","thế kỷ"
"請求","せいきゅう","claim, demand, request","JLPT JLPT_2 JLPT_3","KNbh$sySYl","yêu cầu, yêu cầu, yêu cầu"
"税金","ぜいきん","tax, duty","Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki","Ah}s1$;.$[","thuế, nghĩa vụ"
"清潔","せいけつ","clean","JLPT JLPT_2 JLPT_3","vJiZ-)))FJ","lau dọn"
"制限","せいげん","restriction, restraint, limitation","JLPT JLPT_2 JLPT_3","P3D^cMd_|f","hạn chế, hạn chế, hạn chế"
"成功","せいこう","success, hit","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12","bkv%QuVn22","thành công, đánh"
"正式","せいしき","official, formal","JLPT JLPT_2 JLPT_3","zSQ*)G#Yvj","chính thức, chính thức"
"性質","せいしつ","nature, property, disposition","JLPT JLPT_2 JLPT_3","E(70}4c-m*","bản chất, tài sản, sự sắp xếp"
"精神","せいしん","mind, soul, spirit","JLPT JLPT_2 JLPT_3","tLy]a8CB9?","tâm trí, linh hồn, tinh thần"
"成人","せいじん","adult","JLPT JLPT_2 JLPT_3","g@,iQ!8;.","người lớn"
"精々","せいぜい","at the most, at best","JLPT JLPT_2 JLPT_3","q[aqj]#7$-","nhiều nhất, tốt nhất"
"成績","せいせき","grade (i.e., on a test), academic record","JLPT Genki_Ln.12 Intermediate_Japanese JLPT_3 JLPT_2 Genki Intermediate_Japanese_Ln.3","o4$BUl?TFA","lớp (tức là trong một bài kiểm tra), hồ sơ học tập"
"製造","せいぞう","manufacture, production","JLPT JLPT_2 JLPT_3","OAvZo`.~[q","chế tạo, sản xuất"
"贅沢","ぜいたく","luxury, extravagance","JLPT JLPT_2 JLPT_3","iRbk]j,(Bl","sự xa hoa, xa hoa"
"成長","せいちょう","growth","JLPT JLPT_2 JLPT_3","lSq)ru5`@&","sự phát triển"
"生長","せいちょう","growth","JLPT JLPT_2 JLPT_3","G5ys*Os]kn","sự phát triển"
"制度","せいど","system, institution","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14","]d3#w;wAU","hệ thống, cơ quan"
"青年","せいねん","youth, young man","JLPT JLPT_2 JLPT_3","r|D|m%Ih@3","tuổi trẻ, chàng trai trẻ"
"生年月日","せいねんがっぴ","birth date","JLPT JLPT_2 JLPT_3","H8|M5HOte?","ngày sinh"
"製品","せいひん","manufactured goods, finished goods","JLPT JLPT_2 JLPT_3","GY93^mZ;)a","hàng hóa sản xuất, thành phẩm"
"政府","せいふ","government, administration","JLPT Intermediate_Japanese Genki JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Genki_Ln.21","zDQAHO%nD/","chính phủ, hành chính"
"生物","せいぶつ","living thing, organism","JLPT JLPT_2 JLPT_3","nx3;swk;nm","sinh vật, sinh vật"
"生命","せいめい","life","JLPT JLPT_2 JLPT_3","HfE8+JV[><","mạng sống"
"整理","せいり","sorting, arrangement","JLPT JLPT_2 JLPT_3","zlHgN/N7&U","sắp xếp, sắp xếp"
"咳","せき","cough","JLPT Genki_Ln.12 JLPT_3 JLPT_2 Genki","yQ$e7`wCNr","ho"
"石炭","せきたん","coal","JLPT JLPT_2 JLPT_3","t&C>c}0]R(","than đá"
"責任","せきにん","duty, responsibility","JLPT JLPT_2 JLPT_3","HKrlH:Fl)i","nghĩa vụ, trách nhiệm"
"石油","せきゆ","oil, petroleum, kerosene","JLPT JLPT_2 JLPT_3","gJm,E%Jb`a","dầu, xăng dầu, dầu hỏa"
"世間","せけん","world, society","JLPT JLPT_2 JLPT_3","pFmc#=7y9*","thế giới, xã hội"
"説","せつ","theory","JLPT JLPT_2 JLPT_3","kNv(nqwBQ3","lý thuyết"
"積極的","せっきょくてき","positive, active, proactive","JLPT JLPT_2 JLPT_3","zQ[EQ]wde[","tích cực, năng động, chủ động"
"設計","せっけい","plan, design","JLPT JLPT_2 JLPT_3","i>to8js@e$","kế hoạch, thiết kế"
"絶対","ぜったい","definitely, without fail, absoluteness","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7","g,<A9qJmV)","chắc chắn, chắc chắn, sự tuyệt đối"
"セット","セット","set","JLPT JLPT_2 JLPT_3","qu4w*^0<Ni","bộ"
"愛","あい","love","JLPT JLPT_2 JLPT_3","hFW1YrLt0]","yêu"
"相変わらず","あいかわらず","as ever, as usual","JLPT JLPT_2 JLPT_3","Ojow^*$or","như mọi khi, như thường lệ"
"愛情","あいじょう","love, affection","JLPT JLPT_2 JLPT_3","Qzcx!}<3R3","tình yêu, tình cảm"
"合図","あいず","sign, signal","JLPT JLPT_2 JLPT_3","fU+XD$S~|s","dấu hiệu, tín hiệu"
"アイスクリーム","アイスクリーム","ice cream","JLPT JLPT_2 JLPT_3","NP9A]*VE%:","kem"
"愛する","あいする","to love","JLPT JLPT_2 JLPT_3","DeM>~uF)IC","yêu"
"相手","あいて","partner; addressee; the person you are talking to","Genki Genki_Ln.22 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_2 JLPT_3","y[.4]/S_M)","cộng sự; người nhận; người bạn đang nói chuyện cùng"
"あいにく","あいにく","unfortunately","JLPT JLPT_2 JLPT_3","hzWiJ*CbeE","Không may"
"遭う","あう","to meet, to encounter (undesirable nuance)","JLPT JLPT_2 JLPT_3","5(WM8:K%>","gặp, chạm trán (sắc thái không mong muốn)"
"アウト","アウト","out","JLPT JLPT_2 JLPT_3","l:i}>N{A|}","ngoài"
"明かり","あかり","lamplight, light (in general)","JLPT JLPT_2 JLPT_3","evqBji16kk","ánh đèn, ánh sáng (nói chung)"
"空き","あき","vacancy, opening, space","JLPT JLPT_2 JLPT_3","o4~on{17B&","chỗ trống, sự mở cửa, không gian"
"明らか","あきらか","obvious, clear","JLPT JLPT_2 JLPT_3","xr&[9MdyXM","rõ ràng, rõ ràng"
"諦める","あきらめる","to give up, to abandon","Genki Genki_Ln.14 Intermediate_Japanese Intermediate_Japanese_Ln.13 JLPT JLPT_2 JLPT_3","cVjy7W5yAS","từ bỏ, từ bỏ"
"飽きる","あきる","to get tired of, to lose interest in","JLPT JLPT_2 JLPT_3","MTVy#<!xxJ","chán, mất hứng thú với"
"握手","あくしゅ","handshake","JLPT JLPT_2 JLPT_3","BX@vSTsJMQ","cái bắt tay"
"悪魔","あくま","devil, demon, evil spirit","JLPT JLPT_2 JLPT_3","gY|8LCMcvD","ác quỷ, ác quỷ, linh hồn ác quỷ"
"明ける","あける","to dawn, to become daylight","JLPT JLPT_2 JLPT_3","QYMAJT+i|R","đến bình minh, trở thành ánh sáng ban ngày"
"揚げる","あげる","to lift, to fry","JLPT JLPT_2 JLPT_3","kDT9EKS)@x","nâng lên, chiên"
"挙げる","あげる","to raise; to list, to cite","JLPT JLPT_2 JLPT_3","GPil,F&M@,","nâng cao; liệt kê, trích dẫn"
"預かる","あずかる","to keep (something) for (someone)","Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_2 JLPT_3","n!!dea66oU","giữ (cái gì) cho (ai)"
"預ける","あずける","to give into custody, to deposit","JLPT JLPT_2 JLPT_3","ITjUmdJ?SA","giao cho giam giữ, ký gửi"
"汗","あせ","sweat, perspiration","JLPT JLPT_2 JLPT_3","L.:p?!w~-_","mồ hôi, mồ hôi"
"与える","あたえる","to give","Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_2 JLPT_3","GyK@0^nn9D","để cho"
"温かい","あたたかい","warm","JLPT JLPT_2 JLPT_3","QwQJvr;Yu/","ấm"
"暖まる","あたたまる","to warm up","JLPT JLPT_2 JLPT_3","cRMS.07iEY","để sưởi ấm"
"温まる","あたたまる","to warm oneself, to get warm","JLPT JLPT_2 JLPT_3","Cc_8n~b{Xr","để sưởi ấm bản thân, để được ấm áp"
"暖める","あたためる","to warm (up to someone/something), to heat (up to someone/something)","JLPT JLPT_2 JLPT_3","c^bO3wi-j`","sưởi ấm (đối với ai/cái gì), sưởi ấm (đối với ai/cái gì)"
"温める","あたためる","to warm, to heat","JLPT JLPT_2 JLPT_3","nR%K+*);#2","làm ấm, sưởi ấm"
"辺り","あたり","vicinity, nearby","Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_2 JLPT_3","Nhf6;`GIs6","lân cận, lân cận"
"当たり前","あたりまえ","usual, common, obvious","JLPT JLPT_2 JLPT_3","F|qH}g,OWJ","thông thường, thông thường, hiển nhiên"
"当たる","あたる","to be hit, to be successful","JLPT JLPT_2 JLPT_3","c~5${Vgwlg","bị đánh, để thành công"
"あちこち","あちこち","here and there","JLPT JLPT_2 JLPT_3","zllf&_UO$c","ở đây và ở đó"
"扱う","あつかう","to treat, to handle, to deal with","Intermediate_Japanese Intermediate_Japanese_Ln.14 JLPT JLPT_2 JLPT_3","o08cD,?4sA","xử lý, xử lý, giải quyết"
"集まり","あつまり","gathering, meeting, collection","JLPT JLPT_2 JLPT_3","jBK/@[g6Hm","tụ tập, họp mặt, sưu tập"
"当てる","あてる","to hit; to apply to","JLPT JLPT_2 JLPT_3","z-r@1e!?]p","đánh ; để áp dụng cho"
"跡","あと","trace; remains; scar","JLPT JLPT_2 JLPT_3","q{EbQ0$xa;","dấu vết; còn lại; vết sẹo"
"穴","あな","hole","JLPT JLPT_2 JLPT_3","J_{zaxL58i","hố"
"油","あぶら","oil","JLPT JLPT_2 JLPT_3","h++g*X+)DT","dầu"
"脂","あぶら","fat","JLPT JLPT_2 JLPT_3","yaI6J=&24M","mập"
"誤り","あやまり","error","JLPT JLPT_2 JLPT_3","Q&O=zHLH43","lỗi"
"粗","あら","defect, flaw, fault","JLPT JLPT_2 JLPT_3","uo3L]S3}+n","khiếm khuyết, khiếm khuyết, sai sót"
"嵐","あらし","storm","JLPT JLPT_2 JLPT_3","x>[,-C/.7:","bão"
"争う","あらそう","to dispute, to argue, to fight","JLPT JLPT_2 JLPT_3","gCt~zB/0M*","tranh chấp, tranh luận, đấu tranh"
"新た","あらた","new, fresh","JLPT JLPT_2 JLPT_3","vUk>5+m4>^","mới, tươi"
"あらゆる","あらゆる","all, every","JLPT JLPT_2 JLPT_3","fRH=B?!]8k","tất cả, mọi"
"表す","あらわす","to express, to show","JLPT JLPT_2 JLPT_3","J4D9:Mg)~^","để thể hiện, thể hiện"
"現す","あらわす","to show, to appear, to reveal","JLPT JLPT_2 JLPT_3","J};,Fjv6&g","cho thấy, xuất hiện, để lộ"
"著す","あらわす","to write, to publish","JLPT JLPT_2 JLPT_3","A}kQPl<:b_","viết, xuất bản"
"現れ","あらわれ","expression, indication, sign","JLPT JLPT_2 JLPT_3","wIR$)+P>p)","sự diễn đạt, sự chỉ dẫn, dấu hiệu"
"現れる","あらわれる","to appear (v.i.), to become visible; to express","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8","uNu]Gn1cS@","xuất hiện (v.i.), trở nên hữu hình; để bày tỏ"
"ありがとう","ありがとう","Thank you","JLPT JLPT_2 JLPT_3","BCk,]QT,C;","Cảm ơn"
"在る; 有る","ある","to live, to be, to exist","JLPT JLPT_2 JLPT_3","ugXsXN3GZ/","sống, tồn tại, tồn tại"
"或","ある","a certain..., some...","JLPT JLPT_2 JLPT_3","fPA~S.(r2^","một cái gì đó..., một số..."
"あるいは","あるいは","or, perhaps","JLPT JLPT_2 JLPT_3","GpvtMObv5I","hoặc, có lẽ"
"アルバム","アルバム","album","JLPT JLPT_2 JLPT_3","LY~;26p.Bn","album"
"泡","あわ","bubble, foam","JLPT JLPT_2 JLPT_3","xuN<Cc$=0q","bong bóng, bọt"
"合わせる","あわせる","to combine","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14","I=R#`?=:d[","kết hợp"
"慌てる","あわてる","to become confused、to panic","JLPT JLPT_2 JLPT_3","QKvMMW7GPN","trở nên bối rối, hoảng sợ"
"哀れ","あわれ","helpless, pity, pathetic","JLPT JLPT_2 JLPT_3","Di(vg]NB]7","bất lực, đáng tiếc, đáng thương"
"案","あん","plan, scheme, proposal","JLPT JLPT_2 JLPT_3","wa#Lw#FwSj","kế hoạch, kế hoạch, đề xuất"
"案外","あんがい","unexpectedly","JLPT JLPT_2 JLPT_3","c{:][-]9cx","bất ngờ"
"暗記","あんき","memorization, learning by heart","JLPT JLPT_2 JLPT_3","J|(sO>=G;)","ghi nhớ, học thuộc lòng"
"安定","あんてい","stability, equilibrium","JLPT JLPT_2 JLPT_3","tq=A(a}mBR","sự ổn định, cân bằng"
"あんなに","あんなに","to that extent, to that degree","JLPT JLPT_2 JLPT_3","qL7ozV1EL!","đến mức độ đó, đến mức độ đó"
"あんまり","あんまり","not very, not much","JLPT JLPT_2 JLPT_3","nQM2*X0Uly","không nhiều, không nhiều"
"胃","い","stomach","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12","J;|<l]nldO","cái bụng"
"委員","いいん","committee member","JLPT JLPT_2 JLPT_3","yw,e]%D0#","thành viên ủy ban"
"意外","いがい","unexpected, surprising","JLPT JLPT_2 JLPT_3","w~HVZz5(Yv","bất ngờ, đáng ngạc nhiên"
"行き","いき","going","JLPT JLPT_2 JLPT_3","sv:5&WPn~-","đang đi"
"行き","ゆき","going","JLPT JLPT_2 JLPT_3","Qo3!wH.:.8","đang đi"
"息","いき","breath","JLPT JLPT_2 JLPT_3","Mg6)U{FFzO","hơi thở"
"勢い","いきおい","force, vigor, momentum","JLPT JLPT_2 JLPT_3","b/)jjg52IA","sức mạnh, sức mạnh, đà"
"生き物","いきもの","living thing, creature","JLPT JLPT_2 JLPT_3","cJD+|G`QOg","vật sống, sinh vật"
"いけない","いけない","must not do, bad, wrong","JLPT JLPT_2 JLPT_3","rH~_kL3NSH","không được làm, xấu, sai"
"医師","いし","doctor, physician","JLPT JLPT_2 JLPT_3","L]3urgx$u7","bác sĩ, bác sĩ"
"意思","いし","intention, purpose","JLPT JLPT_2 JLPT_3","GeK4#dpi2R","ý định, mục đích"
"意志","いし","will, volition","JLPT JLPT_2 JLPT_3","F^=nB=4_Bt","ý chí, ý chí"
"維持","いじ","maintenance, preservation","JLPT JLPT_2 JLPT_3","NkxQSQGjpb","bảo trì, bảo quản"
"意識","いしき","consciousness, senses","JLPT JLPT_2 JLPT_3","B.j@@N??C@","ý thức, giác quan"
"異常","いじょう","strangeness, abnormality, disorder","JLPT JLPT_2 JLPT_3","O08lYk-IK<","sự kỳ lạ, sự bất thường, sự rối loạn"
"意地悪","いじわる","malicious, mean, unkind","JLPT JLPT_2 JLPT_3","Q2_n%:>L!6","độc ác, xấu tính, không tử tế"
"泉","いずみ","spring, fountain","JLPT JLPT_2 JLPT_3","l*ms=cUi*A","mùa xuân, đài phun nước"
"いずれ","いずれ","where, which, who","JLPT JLPT_2 JLPT_3","tyll~{/>;}","ở đâu, cái nào, ai"
"以前","いぜん","in the past; before","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15","vzioeTDgh&","trong quá khứ; trước"
"板","いた","board, plank","JLPT JLPT_2 JLPT_3","rTsp9B=&#y","tấm ván, tấm ván"
"偉大","いだい","greatness","JLPT JLPT_2 JLPT_3","Dj58mSmcXd","sự vĩ đại"
"抱く","いだく","to hold (v.t.) (written expression), to embrace, to harbor","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8","bnBW}<VC5Y","giữ (v.t.) (biểu hiện bằng văn bản), ôm ấp, chứa chấp"
"いたずら","いたずら","trick, practical joke","JLPT JLPT_2 JLPT_3","GffoWqmg)Q","thủ thuật, trò đùa thực tế"
"いただきます","いただきます","expression of gratitude before meals","JLPT JLPT_2 JLPT_3","jhTihku]b|","bày tỏ lòng biết ơn trước bữa ăn"
"痛み","いたみ","pain, ache, sore","JLPT JLPT_2 JLPT_3","fCH])@V^N}","đau, nhức, đau"
"至る","いたる","to come, to arrive","JLPT JLPT_2 JLPT_3","go_hN=pqmn","đến, đến"
"市","いち","market, fair","JLPT_1 JLPT JLPT_2 JLPT_3","b}j[=OS2%d","chợ, hội chợ"
