Unnamed: 0,word,type,cefr,phon_br,phon_n_am,definition,example,uk,us,meaning_vi
140,agent,noun,b1,/ˈeɪdʒənt/,/ˈeɪdʒənt/,"a person whose job is to act for, or manage the affairs of, other people in business, politics, etc.",Our agent in New York deals with all US sales.,agent_uk.mp3,agent_us.mp3,đại diện
141,aggression,noun,c1,/əˈɡreʃn/,/əˈɡreʃn/,feelings of anger and hate that may result in threatening or violent behaviour,The research shows that computer games may cause aggression.,aggression_uk.mp3,aggression_us.mp3,hung hăng
142,aggressive,adjective,b2,/əˈɡresɪv/,/əˈɡresɪv/,"angry, and behaving in a threatening way; ready to attack",Seals have been known to exhibit aggressive behaviour towards swimmers.,aggressive_uk.mp3,aggressive_us.mp3,hung hăng
143,ago,adverb,a1,/əˈɡəʊ/,/əˈɡəʊ/,used in expressions of time with the simple past tense to show how far in the past something happened,two weeks/months/years ago,ago_uk.mp3,ago_us.mp3,trước đây
144,agree,verb,a1,/əˈɡriː/,/əˈɡriː/,to have the same opinion as somebody; to say that you have the same opinion,"When he said that, I had to agree.",agree_uk.mp3,agree_us.mp3,đồng ý
145,agreement,noun,b1,/əˈɡriːmənt/,/əˈɡriːmənt/,"an arrangement, a promise or a contract made with somebody",an international peace agreement,agreement_uk.mp3,agreement_us.mp3,thỏa thuận
146,agricultural,adjective,c1,/ˌæɡrɪˈkʌltʃərəl/,/ˌæɡrɪˈkʌltʃərəl/,connected with the science or practice of farming,agricultural policy/land/production/development,agricultural_uk.mp3,agricultural_us.mp3,nông nghiệp
147,agriculture,noun,b2,/ˈæɡrɪkʌltʃə(r)/,/ˈæɡrɪkʌltʃər/,the science or practice of farming,The number of people employed in agriculture has fallen in the last decade.,agriculture_uk.mp3,agriculture_us.mp3,nông nghiệp
148,ah,exclamation,a2,/ɑː/,/ɑː/,"used to express surprise, pleasure or sympathy, or when you disagree with somebody","Ah, there you are!",ah_uk.mp3,ah_us.mp3,ah
149,ahead,adverb,b1,/əˈhed/,/əˈhed/,further forward in space or time; in front,I'll run ahead and warn them.,ahead_uk.mp3,ahead_us.mp3,phía trước
150,aid,noun,b2,/eɪd/,/eɪd/,"money, food, etc. that is sent to help countries in difficult situations",humanitarian/food/medical aid,aid_uk.mp3,aid_us.mp3,viện trợ
151,aid,verb,b2,/eɪd/,/eɪd/,"to help somebody/something to do something, especially by making it easier","aid in something, The test is designed to aid in the diagnosis of various diseases.",aid_uk.mp3,aid_us.mp3,viện trợ
152,aide,noun,c1,/eɪd/,/eɪd/,"a person who helps another person, especially a politician, in their job",White House aides,aide_uk.mp3,aide_us.mp3,trợ lý
153,AIDS,noun,b2,/eɪdz/,/eɪdz/,a serious illness caused by a virus called HIV that attacks the body’s ability to resist infection (the abbreviation for ‘Acquired Immune Deficiency Syndrome’),the AIDS epidemic,AIDS_uk.mp3,AIDS_us.mp3,AIDS
154,aim,noun,b1,/eɪm/,/eɪm/,the purpose of doing something; what somebody is trying to achieve,the stated aims of the study ,aim_uk.mp3,aim_us.mp3,mục đích
155,aim,verb,b1,/eɪm/,/eɪm/,to try or plan to achieve something,He has always aimed high (= tried to achieve a lot).,aim_uk.mp3,aim_us.mp3,mục đích
156,air,noun,a1,/eə(r)/,/er/,the mixture of gases that surrounds the earth and that we breathe,Let's go out for some fresh air.,air_uk.mp3,air_us.mp3,không khí
157,aircraft,noun,b2,/ˈeəkrɑːft/,/ˈerkræft/,any vehicle that can fly and carry goods or passengers,fighter/transport/military aircraft,aircraft_uk.mp3,aircraft_us.mp3,máy bay
158,airline,noun,a2,/ˈeəlaɪn/,/ˈerlaɪn/,a company that provides regular flights to take passengers and goods to different places,an airline pilot/passenger,airline_uk.mp3,airline_us.mp3,hãng hàng không
159,airport,noun,a1,/ˈeəpɔːt/,/ˈerpɔːrt/,a place where planes land and take off and that has buildings for passengers to wait in,Gatwick Airport,airport_uk.mp3,airport_us.mp3,sân bay
160,alarm,noun,b1,/əˈlɑːm/,/əˈlɑːrm/,a loud noise or a signal that warns people of danger or of a problem,She decided to sound the alarm (= warn people that the situation was dangerous).,alarm_uk.mp3,alarm_us.mp3,báo động
161,alarm,verb,b2,/əˈlɑːm/,/əˈlɑːrm/,to make somebody anxious or afraid,I can only guess that they don't want to alarm the public yet.,alarm_uk.mp3,alarm_us.mp3,báo động
162,albeit,conjunction,c1,/ˌɔːlˈbiːɪt/,/ˌɔːlˈbiːɪt/,although,"He finally agreed, albeit reluctantly, to help us.",albeit_uk.mp3,albeit_us.mp3,mặc dù
163,album,noun,b1,/ˈælbəm/,/ˈælbəm/,"a book in which you keep photographs, stamps, etc.",a photo album,album_uk.mp3,album_us.mp3,album
164,alcohol,noun,b1,/ˈælkəhɒl/,/ˈælkəhɔːl/,"drinks such as beer, wine, etc. that can make people drunk",He never drinks alcohol.,alcohol_uk.mp3,alcohol_us.mp3,rượu
165,alcoholic,adjective,b1,/ˌælkəˈhɒlɪk/,/ˌælkəˈhɑːlɪk/,connected with or containing alcohol,alcoholic drinks/beverages,alcoholic_uk.mp3,alcoholic_us.mp3,rượu
166,alert,adjective,c1,/əˈlɜːt/,/əˈlɜːrt/,able to think quickly; quick to notice things,Suddenly he found himself awake and fully alert.,alert_uk.mp3,alert_us.mp3,tỉnh táo
167,alert,noun,c1,/əˈlɜːt/,/əˈlɜːrt/,a situation in which people are watching for danger and ready to deal with it,"on the alert (for something), Police are warning the public to be on the alert for suspicious packages.",alert_uk.mp3,alert_us.mp3,cảnh giác
168,alert,verb,c1,/əˈlɜːt/,/əˈlɜːrt/,to warn somebody about a dangerous situation or one that requires immediate action,"alert somebody, Neighbours quickly alerted the emergency services.",alert_uk.mp3,alert_us.mp3,cảnh báo
169,alien,adjective,c1,/ˈeɪliən/,/ˈeɪliən/,strange and frightening; different from what you are used to,an alien environment,alien_uk.mp3,alien_us.mp3,người ngoài hành tinh
170,alien,noun,b2,/ˈeɪliən/,/ˈeɪliən/,a person who is not a citizen of the country in which they live or work,an illegal alien,alien_uk.mp3,alien_us.mp3,người ngoài hành tinh
171,align,verb,c1,/əˈlaɪn/,/əˈlaɪn/,"to arrange something in the correct position, or to be in the correct position, in relation to something else, especially in a straight line",Make sure the shelf is aligned with the top of the cupboard.,align_uk.mp3,align_us.mp3,căn chỉnh
172,alignment,noun,c1,/əˈlaɪnmənt/,/əˈlaɪnmənt/,arrangement in a straight line,"the alignment of the sun, moon and earth at a particular time",alignment_uk.mp3,alignment_us.mp3,căn chỉnh
173,alike,adjective,c1,/əˈlaɪk/,/əˈlaɪk/,very similar,My sister and I do not look alike.,alike_uk.mp3,alike_us.mp3,giống nhau
174,alike,adverb,c1,/əˈlaɪk/,/əˈlaɪk/,in a very similar way,They tried to treat all their children alike.,alike_uk.mp3,alike_us.mp3,giống nhau
175,alive,adjective,a2,/əˈlaɪv/,/əˈlaɪv/,living; not dead,Is your mother still alive?,alive_uk.mp3,alive_us.mp3,còn sống
176,all,adverb,a2,/ɔːl/,/ɔːl/,completely,She was dressed all in white.,all_uk.mp3,all_us.mp3,tất cả
177,all,determiner,a1,/ɔːl/,/ɔːl/,the whole number of,"All horses are animals, but not all animals are horses.",all_uk.mp3,all_us.mp3,all
178,all,pronoun,a1,/ɔːl/,/ɔːl/,the whole number or amount,All of the food has gone.,all_uk.mp3,all_us.mp3,all
179,all right,adjective,a2,/ɔːl ˈraɪt/,/ɔːl ˈraɪt/,acceptable; in an acceptable manner,Is the coffee all right?,all right_uk.mp3,all right_us.mp3,được rồi
180,all right,adverb,a2,/ɔːl ˈraɪt/,/ɔːl ˈraɪt/,acceptable; in an acceptable manner,Is the coffee all right?,all right_uk.mp3,all right_us.mp3,được rồi
181,all right,exclamation,a2,/ɔːl ˈraɪt/,/ɔːl ˈraɪt/,used to check that somebody agrees or understands,"We've got to get up early, all right?",all right_uk.mp3,all right_us.mp3,được rồi
182,allegation,noun,c1,/ˌæləˈɡeɪʃn/,/ˌæləˈɡeɪʃn/,"a public statement that is made without giving proof, accusing somebody of doing something that is wrong or illegal",to investigate/deny/withdraw an allegation,allegation_uk.mp3,allegation_us.mp3,cáo buộc
183,allege,verb,c1,/əˈledʒ/,/əˈledʒ/,to state something as a fact but without giving proof,"allege (that)…, The prosecution alleges (that) she was driving carelessly.",allege_uk.mp3,allege_us.mp3,cáo buộc
184,allegedly,adverb,c1,/əˈledʒɪdli/,/əˈledʒɪdli/,expressed as though something is a fact but without giving any proof,crimes allegedly committed during the war,allegedly_uk.mp3,allegedly_us.mp3,bị cáo buộc
185,alliance,noun,c1,/əˈlaɪəns/,/əˈlaɪəns/,"an agreement between countries, political parties, etc. to work together in order to achieve something that they all want",to form/make an alliance,alliance_uk.mp3,alliance_us.mp3,liên minh
186,allocate,verb,c1,/ˈæləkeɪt/,/ˈæləkeɪt/,to give something officially to somebody/something for a particular purpose,"allocate something (for something), A large sum has been allocated for buying new books for the library.",allocate_uk.mp3,allocate_us.mp3,phân bổ
187,allocation,noun,c1,/ˌæləˈkeɪʃn/,/ˌæləˈkeɪʃn/,"an amount of money, space, etc. that is given to somebody for a particular purpose",We have spent our entire allocation for the year.,allocation_uk.mp3,allocation_us.mp3,phân bổ
188,allow,verb,a2,/əˈlaʊ/,/əˈlaʊ/,to let somebody/something do something; to let something happen or be done,"allow somebody/something to do something, His parents won't allow him to stay out late.",allow_uk.mp3,allow_us.mp3,allow
189,allowance,noun,c1,/əˈlaʊəns/,/əˈlaʊəns/,an amount of money that is given to somebody regularly or for a particular purpose,an allowance of $20 a day,allowance_uk.mp3,allowance_us.mp3,phụ cấp
190,ally,noun,c1,/ˈælaɪ/,/ˈælaɪ/,"a country that has agreed to help and support another country, especially in case of a war",our European/NATO allies,ally_uk.mp3,ally_us.mp3,đồng minh
191,almost,adverb,a2,/ˈɔːlməʊst/,/ˈɔːlməʊst/,not quite,I like almost all of them.,almost_uk.mp3,almost_us.mp3,gần như
192,alone,adjective,a2,/əˈləʊn/,/əˈləʊn/,without any other people,"not alone in, Tom is not alone in finding Rick hard to work with.",alone_uk.mp3,alone_us.mp3,một mình
193,alone,adverb,a2,/əˈləʊn/,/əˈləʊn/,without any other people,"not alone in, Tom is not alone in finding Rick hard to work with.",alone_uk.mp3,alone_us.mp3,một mình
194,along,adverb,a2,/əˈlɒŋ/,/əˈlɔːŋ/,forward,I was just walking along singing to myself.,along_uk.mp3,along_us.mp3,cùng
195,along,preposition,a2,/əˈlɒŋ/,/əˈlɔːŋ/,from one end to or towards the other end of something,They walked slowly along the road.,along_uk.mp3,along_us.mp3,cùng
196,alongside,preposition,b2,/əˌlɒŋˈsaɪd/,/əˌlɔːŋˈsaɪd/,next to or at the side of something,A police car pulled up alongside us.,alongside_uk.mp3,alongside_us.mp3,bên cạnh
197,already,adverb,a2,/ɔːlˈredi/,/ɔːlˈredi/,before now or before a particular time in the past,"‘Lunch?’ ‘No thanks, I've already eaten.’",already_uk.mp3,already_us.mp3,đã
198,also,adverb,a1,/ˈɔːlsəʊ/,/ˈɔːlsəʊ/,in addition; too,She's fluent in French and German. She also speaks a little Italian.,also_uk.mp3,also_us.mp3,cũng
199,alter,verb,b2,/ˈɔːltə(r)/,/ˈɔːltər/,to become different; to make somebody/something different,Prices did not alter significantly during 2019.,alter_uk.mp3,alter_us.mp3,thay đổi
200,alternative,adjective,b1,/ɔːlˈtɜːnətɪv/,/ɔːlˈtɜːrnətɪv/,that can be used instead of something else,The road was closed so we had to find an alternative route.,alternative_uk.mp3,alternative_us.mp3,thay thế
201,alternative,noun,a2,/ɔːlˈtɜːnətɪv/,/ɔːlˈtɜːrnətɪv/,a thing that you can choose to do or have out of two or more possibilities,The car is too expensive so we're trying to find a cheaper alternative.,alternative_uk.mp3,alternative_us.mp3,thay thế
202,although,conjunction,a2,/ɔːlˈðəʊ/,/ɔːlˈðəʊ/,used for introducing a statement that makes the main statement in a sentence seem surprising,"Although the sun was shining, it wasn't very warm.",although_uk.mp3,although_us.mp3,mặc dù
203,altogether,adverb,b2,/ˌɔːltəˈɡeðə(r)/,/ˌɔːltəˈɡeðər/,(used to emphasize something) completely; in every way,The train went slower and slower until it stopped altogether.,altogether_uk.mp3,altogether_us.mp3,hoàn toàn
204,aluminium,noun,c1,/ˌæljəˈmɪniəm/,/ˌæljəˈmɪniəm/,"a chemical element. Aluminium is a light, silver-grey metal used for making pans, etc.",aluminium saucepans/window frames,aluminium_uk.mp3,aluminium_us.mp3,nhôm
205,always,adverb,a1,/ˈɔːlweɪz/,/ˈɔːlweɪz/,at all times; on every occasion,There's almost always somebody at home in the evenings.,always_uk.mp3,always_us.mp3,luôn luôn
206,amateur,adjective,c1,/ˈæmətə(r)/,/ˈæmətər/,"doing something for pleasure or interest, not as a job",an amateur photographer,amateur_uk.mp3,amateur_us.mp3,nghiệp dư
207,amateur,noun,c1,/ˈæmətə(r)/,/ˈæmətər/,"a person who takes part in a sport or other activity for pleasure, not as a job",The tournament is open to both amateurs and professionals.,amateur_uk.mp3,amateur_us.mp3,nghiệp dư
208,amazed,adjective,b1,/əˈmeɪzd/,/əˈmeɪzd/,very surprised,an amazed look,amazed_uk.mp3,amazed_us.mp3,ngạc nhiên
209,amazing,adjective,a1,/əˈmeɪzɪŋ/,/əˈmeɪzɪŋ/,"very surprising, especially in a way that you like or admire",an amazing feat/story/experience,amazing_uk.mp3,amazing_us.mp3,tuyệt vời
210,ambassador,noun,c1,/æmˈbæsədə(r)/,/æmˈbæsədər/,an official who lives in a foreign country as the senior representative there of their own country,the British Ambassador to Italy/in Rome,ambassador_uk.mp3,ambassador_us.mp3,đại sứ
211,ambition,noun,b1,/æmˈbɪʃn/,/æmˈbɪʃn/,something that you want to do or achieve very much,She had fulfilled her lifelong ambition.,ambition_uk.mp3,ambition_us.mp3,tham vọng
212,ambitious,adjective,b1,/æmˈbɪʃəs/,/æmˈbɪʃəs/,"determined to be successful, rich, powerful, etc.",a fiercely ambitious young manager,ambitious_uk.mp3,ambitious_us.mp3,đầy tham vọng
213,ambulance,noun,b2,/ˈæmbjələns/,/ˈæmbjələns/,"a vehicle with special equipment, used for taking sick or injured people to a hospital",Call an ambulance!,ambulance_uk.mp3,ambulance_us.mp3,xe cứu thương
214,amend,verb,c1,/əˈmend/,/əˈmend/,"to change a law, document, statement, etc. slightly in order to correct a mistake or to improve it",He asked to see the amended version.,amend_uk.mp3,amend_us.mp3,sửa đổi
215,amendment,noun,c1,/əˈmendmənt/,/əˈmendmənt/,a small change or improvement that is made to a document or proposed new law; the process of changing a document or proposed new law,to introduce/propose/table an amendment (= to suggest it),amendment_uk.mp3,amendment_us.mp3,sửa đổi
216,amid,preposition,c1,/əˈmɪd/,/əˈmɪd/,"in the middle of or during something, especially something that causes excitement or fear",He finished his speech amid tremendous applause.,amid_uk.mp3,amid_us.mp3,ở giữa
