rank,word,part_of_speech,hanja,explanation,nikl_level,topik_level,meaning_vi
3460.0,곡식,명사,穀食,을 거두다,중급,C,gặt
,곤란,명사,,을 당하다,중급,,chịu đựng
3675.0,곤란하다,형용사,困難-,,,C,
307.0,곧01,부사,,곧 가다,초급,A,đi sớm
6180.0,곧다01,형용사,,다리가,중급,C,chân
3215.0,곧바로,부사,,곧바로 처리하다,중급,B,giải quyết nó ngay lập tức
9044.0,곧이어,부사,,곧이어 시작하다,중급,C,bắt đầu ngay lập tức
3970.0,곧잘,부사,,곧잘 하다,중급,C,làm tốt
4767.0,곧장,부사,,곧장 가다,중급,C,đi thẳng
1083.0,골14,명사,,goal; 을 넣다(축구),중급,C,mục tiêu; đưa vào (bóng đá)
4258.0,골고루,부사,,골고루 먹다,중급,C,ăn ngon
,골다01,동사,,코를,중급,,ngáy
2821.0,골목01,명사,,좁은 골목,중급,B,ngõ hẹp
7448.0,골목길,명사,,을 걷다,중급,B,đi bộ
3971.0,골짜기01,명사,,,,C,
6181.0,골치01,명사,,,,C,
5717.0,골프,명사,,golf; 골프 선수,중급,B,golf; người chơi gôn
6015.0,골프장,명사,場,golf,,B,golf
4671.0,곰03,명사,,동물,중급,B,động vật
1326.0,곱다02,형용사,,꽃이; 아름답다,중급,B,hoa; xinh đẹp
,곱하다,동사,,7에 3을 곱하다,중급,,nhân 7 với 3
116.0,곳01,명사,,어느 곳,초급,A,Ở đâu
2589.0,곳곳,명사,,전국 곳곳,중급,B,Trên khắp đất nước
988.0,공01,명사,,을 굴리다; 축구~,초급,A,cuộn; bóng đá~
,공12,명사,,숫자,중급,,con số
623.0,공간05,명사,空間,을 차지하다,중급,B,chiếm đóng
,공감,명사,,을 얻다,중급,,lấy
1338.0,공개02,명사,公開,공개 강좌,중급,C,sự mở rộng
2703.0,공개하다,동사,公開-,,,C,
1988.0,공격02,명사,攻擊,을 받다,중급,C,nhận được
4182.0,공격하다,동사,攻擊-,,,C,
4114.0,공공02,명사,公共,공공 기관,중급,C,tổ chức
,공공요금,명사,,이 인상되다,중급,,Điều này được nâng lên
,공공장소,명사,,를 이용하다,중급,,sử dụng
,공과금,명사,,을 내다,중급,,dập tắt
4043.0,공군02,명사,空軍,,,C,
1772.0,공급02,명사,供給,을 받다,중급,C,nhận được
1433.0,공기06,명사,空氣,를 마시다,중급,B,uống
9047.0,공기07,명사,空器,에 밥을 담다,중급,C,cho cơm vào
953.0,공동02,명사,共同,공동 개최,중급,B,đồng tổ chức
,공동체,명사,,에 속하다,중급,,thuộc về
1865.0,공무원,명사,公務員,으로 일하다,초급,B,làm việc với
490.0,공부01,명사,工夫,를 하다,초급,A,LÀM
807.0,공부하다,동사,工夫-,,,A,
1374.0,공사02,명사,工事,신축 공사,중급,B,xây dựng mới
,공손하다,형용사,,공손한 태도,중급,,cách lịch sự
2462.0,공식01,명사,公式,공식 발표,중급,C,thông báo chính thức
4325.0,공식적,명사,公式的,,,C,
1084.0,공업01,명사,工業,이 발달하다,중급,C,phát triển
1067.0,공연02,명사,公演,을 보다,중급,B,nhìn thấy
9462.0,공연되다,동사,公演-,,,C,
4864.0,공연장,명사,公演場,야외 공연장,중급,C,phòng hòa nhạc ngoài trời
10400.0,공연하다02,동사,公演-,,,C,
6017.0,공연히02,부사,空然-,,,C,
2950.0,공원03,명사,公園,에서 놀다,초급,A,chơi trong
685.0,공장02,명사,工場,에서 일하다,초급,B,làm việc tại
,공적01,관형사,,공적 제도,중급,,hệ thống công cộng
,공적01,명사,,공적 제도,중급,,hệ thống công cộng
8313.0,공주01,명사,公主,왕자,중급,C,hoàng tử
3676.0,공중03,명사,空中,,,C,
8672.0,공중전화,명사,公衆電話,공중전화 박스,중급,A,hộp điện thoại công cộng
,공지04,명사,,를 돌리다,중급,,xoay
6540.0,공짜,명사,空-,로 주다,초급,B,cho như
5179.0,공책01,명사,空冊,에 쓰다,초급,A,viết lên
8673.0,공통,명사,共通,공통 화제,중급,C,chủ đề chung
6541.0,공통되다,동사,共通-,,,C,
6362.0,공통적,명사,共通的,,,C,
7696.0,공통점,명사,共通點,을 찾다,중급,C,tìm kiếm
2152.0,공포08,명사,恐怖,를 느끼다,중급,C,cảm thấy
2433.0,공항02,명사,空港,공항 터미널,초급,A,nhà ga sân bay
20070.0,공항버스,명사,空港,bus,,B,xe buýt
3677.0,공해01,명사,公害,가 심각하다,중급,C,nghiêm túc
9466.0,공휴일,명사,公休日,로 정하다,초급,A,quyết định
3105.0,과04,명사,科,,,C,
996.0,과10,명사,課,과의 직원,중급,A,nhân viên bộ phận
8674.0,과거02,명사,科擧,,,C,
549.0,과거03,명사,過去,를 잊다,초급,B,quên
,과로01,명사,,로 쓰러지다,중급,,rơi xuống
2704.0,과목02,명사,科目,암기 과목,중급,B,môn ghi nhớ
,과소비,명사,,를 줄이다,중급,,giảm bớt
,과속,명사,,과속 운전,중급,,lái xe quá tốc độ
,과식01,명사,,으로 배탈이 나다,중급,,bị đau bụng
865.0,과연01,부사,果然,과연 대단하다,중급,C,Nó thực sự tuyệt vời
7701.0,과외,명사,課外,과외 업무,중급,C,công việc ngoại khóa
1491.0,과일01,명사,,을 깎다,초급,A,cạo râu
4402.0,과자02,명사,菓子,를 먹다,초급,A,ăn
,과장06,명사,,이 심하다,중급,,Điều này thật nghiêm trọng
2351.0,과장07,명사,課長,으로 승진하다,중급,B,quảng bá tới
188.0,과정03,명사,過程,을 겪다,중급,C,đi qua
6018.0,과정04,명사,課程,,,C,
1259.0,과제04,명사,課題,를 해결하다,중급,B,gỡ rối
346.0,과학,명사,科學,을 연구하다,중급,B,học
1718.0,과학자,명사,科學者,가 되다,중급,B,trở nên
,과학적,관형사,,과학적 방법,중급,,phương pháp khoa học
2734.0,과학적,명사,科學的,과학적 방법,중급,B,phương pháp khoa học
,-관19,접사,,도서관,중급,,thư viện
,-관20,접사,,가치관,중급,,giá trị
1814.0,관객,명사,觀客,이 모여들다,중급,B,tập hợp lại với nhau
152.0,관계05,명사,關係,를 맺다,초급,B,kết luận
3791.0,관계되다,동사,關係-,,,C,
,관계없다,형용사,,전혀 관계없다,중급,,Nó không liên quan chút nào
5077.0,관계없이,부사,關係-,시간에 관계없이,중급,C,bất kể thời gian
,관계있다,형용사,,밀접하게 관계있다,중급,,liên quan chặt chẽ
967.0,관계자,명사,關係者,를 만나다,중급,C,gặp
1719.0,관광02,명사,觀光,국내 관광,초급,B,du lịch nội địa
3730.0,관광객,명사,觀光客,외국인 관광객,초급,B,khách du lịch nước ngoài
20077.0,관광버스,명사,觀光,bus,,C,xe buýt
7182.0,관광지,명사,觀光地,국내 관광지,초급,B,các điểm du lịch trong nước
2189.0,관념02,명사,觀念,,,C,
9923.0,관람,명사,觀覽,연극,중급,C,nhà hát
7453.0,관람객,명사,觀覽客,영화 관람객,중급,C,người xem phim
420.0,관련,명사,關聯,이 있다,중급,B,có
1288.0,관련되다,동사,關聯-,,,B,
1481.0,관련하다,동사,關聯-,,,B,
2646.0,관리01,명사,官吏,,,C,
858.0,관리04,명사,管理,학생 관리,중급,B,quản lý sinh viên
3909.0,관리하다,동사,管理-,,,C,
3566.0,관습,명사,慣習,,,C,
312.0,관심01,명사,關心,을 가지다,초급,B,có
5720.0,관심사,명사,關心事,가 다르다,중급,C,thì khác
839.0,관점02,명사,觀點,이 다르다,중급,C,Điều này khác
3216.0,관찰01,명사,觀察,식물 관찰,중급,C,quan sát thực vật
2070.0,관찰하다,동사,觀察-,,,B,
301.0,관하다02,동사,關-,,,B,
3567.0,광경,명사,光景,을 보다,중급,C,nhìn thấy
316.0,광고02,명사,廣告,신문 광고,초급,B,quảng cáo trên báo
3392.0,광장02,명사,廣場,,,C,
,광주,고유 명사,光州,,,B,
,광주01,명사,,지명,초급,,đề cử
813.0,괜찮다,형용사,,성격이,초급,A,nhân cách
2071.0,괜히,부사,,괜히 이야기하다,중급,B,nói chuyện vô ích
3910.0,괴로움,명사,,을 당하다,중급,C,chịu đựng
9474.0,괴로워하다,동사,,통증으로,초급,C,với nỗi đau
3516.0,괴롭다,형용사,,마음이,중급,B,trái tim
4489.0,괴롭히다,동사,,동생을,중급,C,em trai tôi
9052.0,굉장하다,형용사,宏壯-,공연이,중급,C,Hiệu suất
2190.0,굉장히,부사,宏壯-,굉장히 좋아하다,중급,B,tôi rất thích nó
2887.0,교과서,명사,敎科書,에서 배우다,초급,A,học hỏi từ
7703.0,교내01,명사,校內,교내 방송,중급,C,phát sóng trường học
5582.0,교대01,명사,交代,교대 근무,중급,C,làm việc theo ca
2402.0,교류01,명사,交流,문화 교류,중급,B,trao đổi văn hóa
6961.0,교문01,명사,校門,,,B,
7185.0,교복01,명사,校服,을 입다,중급,C,mặc
474.0,교사09,명사,敎師,수학 교사,초급,C,giáo viên toán
371.0,교수06,명사,敎授,대학 교수,초급,A,giáo sư đại học
9475.0,교시03,의존명사,校時,1교시,중급,C,tiết đầu tiên
1339.0,교실,명사,敎室,에 들어가다,초급,A,đi vào
4115.0,교양02,명사,敎養,을 쌓다,중급,C,chất đống lên
9930.0,교외01,명사,郊外,로 나가다,중급,C,đi ra ngoài
198.0,교육,명사,敎育,을 받다,초급,B,nhận được
9931.0,교육비,명사,敎育費,로 지출하다,중급,C,chi tiêu bằng
6363.0,교육자,명사,敎育者,를 배출하다,중급,C,phát ra
1103.0,교장03,명사,校長,초등학교 교장,중급,C,hiệu trưởng trường tiểu học
6364.0,교재01,명사,敎材,학습 교재,중급,C,tài liệu học tập
4769.0,교직04,명사,敎職,,,C,
4403.0,교체01,명사,交替,건전지 교체,중급,C,thay pin
1249.0,교통01,명사,交通,교통 수단,초급,A,phương tiện vận tải
,교통비,명사,,가 들다,초급,,đi và nâng
3517.0,교통사고,명사,交通事故,가 나다,초급,B,đi ra ngoài
,교통수단,명사,,을 이용하다,중급,,sử dụng
,교통편,명사,,을 예약하다,중급,,dự trữ
7186.0,교포02,명사,僑胞,재일 교포,중급,B,Người Hàn Quốc sống ở Nhật Bản
3107.0,교환01,명사,交換,을 하다,초급,B,LÀM
4582.0,교환하다01,동사,交換-,,,C,
1708.0,교회02,명사,敎會,기독교,초급,A,Kitô giáo
3973.0,교훈02,명사,敎訓,을 얻다,중급,C,lấy
,구01,관형사,,숫자,초급,,con số
10999.0,구01,수사,九,숫자,초급,A,con số
7705.0,구15,명사,區,행정 구역,중급,C,quận hành chính
2705.0,구경01,명사,,을 다니다,초급,A,đi tới
,구경거리,명사,,가 많다,중급,,có rất nhiều
3176.0,구경하다,동사,,,,B,
3217.0,구두01,명사,,를 신다,초급,A,mặc
3974.0,구르다01,동사,,공이; 바위가 ~,중급,C,quả bóng; Hòn đá~
2493.0,구름01,명사,,이 끼다,초급,A,Đây là nó
,구매02,명사,,상품 구매,중급,,mua hàng
2055.0,구멍,명사,,을 뚫다,중급,B,khoan
4490.0,구별02,명사,區別,남녀 구별,중급,C,sự khác biệt giữa nam và nữ
5722.0,구별되다,동사,區別-,,,C,
3731.0,구별하다,동사,區別-,,,C,
,구부리다01,동사,,허리를,중급,,thắt lưng
2590.0,구분06,명사,區分,을 짓다,중급,C,xây dựng
5181.0,구분되다,동사,區分-,,,C,
2735.0,구분하다03,동사,區分-,,,C,
2494.0,구석01,명사,,한쪽 구석,중급,C,một góc
4259.0,구석구석,명사,,,,C,
853.0,구성07,명사,構成,구성 인원,중급,C,thành phần
1397.0,구성되다,동사,構成-,,,C,
1684.0,구성하다,동사,構成-,,,C,
,구세대,명사,,신세대,중급,,thế hệ mới
1351.0,구속02,명사,拘束,이 심하다,중급,C,Điều này thật nghiêm trọng
3346.0,구속되다,동사,拘束-,,,C,
4770.0,구속하다01,동사,拘束-,,,C,
,구수하다01,형용사,,맛이,중급,,nếm
,구십,관형사,,구십 살,초급,,chín mươi tuổi
,구십,수사,九十,구십 살,초급,A,chín mươi tuổi
2037.0,구역04,명사,區域,금연 구역,중급,C,khu vực cấm hút thuốc
1076.0,구월02,명사,九月,달(월),초급,A,tháng (tháng)
5182.0,구입03,명사,購入,물품 구입,중급,C,mua hàng
2229.0,구입하다03,동사,購入-,,,C,
,구조05,명사,,를 요청하다,중급,,lời yêu cầu
350.0,구조08,명사,構造,를 바꾸다,중급,C,thay đổi
,구조대02,명사,,가 오다,중급,,đến
5583.0,구청02,명사,區廳,,,C,
,구체적,관형사,,구체적 성과,중급,,kết quả cụ thể
769.0,구체적,명사,具體的,구체적 성과,중급,B,kết quả cụ thể
1125.0,구하다01,동사,求-,일자리를,중급,B,công việc
6187.0,구하다03,동사,救-,목숨을,중급,B,mạng sống
3732.0,국01,명사,,을 끓이다; 음식,초급,B,đun sôi; đồ ăn
141.0,국가01,명사,國家,민주 국가,중급,B,đất nước dân chủ
8682.0,국가적,명사,國家的,,,C,
,국경일,명사,,을 맞다,중급,,đánh
8014.0,국기07,명사,國旗,를 달다,중급,B,cân
447.0,국내02,명사,國內,국내 여행,초급,B,đi lại trong nước
18114.0,국내선,명사,國內線,으로 갈아타다,중급,C,đổi thành
5584.0,국내외,명사,國內外,,,C,
9934.0,국립,명사,國立,국립 미술관,중급,B,phòng trưng bày nghệ thuật quốc gia
3177.0,국물,명사,,을 떠먹다,중급,B,múc lên
235.0,국민,명사,國民,국민 소득,중급,B,thu nhập quốc dân
15251.0,국민적,명사,國民的,,,C,
5723.0,국사03,명사,國史,,,C,
3792.0,국산,명사,國産,을 애용하다,중급,C,bảo trợ
6022.0,국수01,명사,,를 먹다,초급,B,ăn
3108.0,국어01,명사,國語,를 가르치다,중급,B,dạy bảo
4116.0,국왕,명사,國王,,,C,
,국외02,명사,,로 수출하다,중급,,xuất khẩu sang
4868.0,국적02,명사,國籍,대한민국 국적,초급,C,quốc tịch Hàn Quốc
878.0,국제02,명사,國際,국제 관계,초급,B,quan hệ quốc tế
,국제결혼,명사,,국제결혼 부부,중급,,cặp đôi kết hôn quốc tế
15255.0,국제선,명사,國際線,으로 갈아타다,중급,C,đổi thành
6023.0,국제적,명사,國際的,,,C,
2647.0,국제화,명사,國際化,국제화 시대,중급,C,thời đại quốc tế hóa
,국화05,명사,,가 피다,중급,,nở hoa
1126.0,국회,명사,國會,대한민국 국회,중급,C,Quốc hội Hàn Quốc
2545.0,국회의원,명사,國會議員,,,B,
1759.0,군04,의존명사,君,,,B,
659.0,군05,명사,軍,,,B,
5080.0,군06,명사,郡,행정 구역,중급,C,quận hành chính
1531.0,군대03,명사,軍隊,에 가다,중급,B,đi tới
3519.0,군데,의존명사,,여러 군데,중급,B,một số nơi
3219.0,군사01,명사,軍士,,,C,
1613.0,군사04,명사,軍事,군사 조직,중급,C,tổ chức quân sự
2434.0,군인,명사,軍人,직업 군인,초급,A,lính chuyên nghiệp
,굳다,동사,,땅이,초급,,đất
3259.0,굳다,형용사,,땅이,초급,C,đất
3260.0,굳어지다,동사,,땅이,중급,C,đất
2435.0,굳이,부사,,굳이 말하다,중급,B,dám nói
5724.0,굳히다,동사,,,,C,
,굴04,명사,,을 파다,중급,,đào
1937.0,굵다,형용사,,손가락이,초급,B,ngón tay của bạn
3261.0,굶다,동사,,밥을,중급,C,cơm
,굽,명사,,구두의 굽,중급,,gót giày
1892.0,굽다01,동사,,고기를; 익히다,초급,B,thịt; chín
2760.0,굽히다,동사,,허리를,중급,C,thắt lưng
2990.0,궁극적,명사,窮極的,,,C,
1849.0,궁금하다01,형용사,,소식이,초급,B,Có tin tức
,-권07,접사,,투표권,중급,,bỏ phiếu
1672.0,권01,의존명사,卷,책 한 권,초급,A,một cuốn sách
,권력02,명사,,을 강화하다,중급,,tăng cường
1451.0,권리,명사,權利,를 누리다,중급,C,thưởng thức
2153.0,권위,명사,權威,를 세우다,중급,C,cài đặt
,권유02,명사,,간곡한 권유,중급,,lời mời nghiêm túc
6963.0,권투01,명사,拳鬪,,,B,
2330.0,권하다,동사,勸-,입원을,중급,B,nhập viện
840.0,귀01,명사,,로 듣다,초급,A,lắng nghe
7459.0,귀가03,명사,歸家,귀가 시간,중급,C,lệnh giới nghiêm
7188.0,귀가하다01,동사,歸家-,,,C,
,귀걸이,명사,,를  달다,초급,,cân
5725.0,귀국02,명사,歸國,출국,중급,B,Sự khởi hành
3307.0,귀국하다,동사,歸國-,,,B,
3220.0,귀신01,명사,鬼神,이 되다,중급,C,trở nên
,귀여워하다,동사,,강아지를,초급,,cún con
2617.0,귀엽다,형용사,,얼굴이,초급,B,khuôn mặt
4772.0,귀중하다01,형용사,貴重-,귀중한 보석,중급,C,viên ngọc quý
3679.0,귀찮다,형용사,,일이,초급,C,công việc
,귀하,대명사,,편지,중급,,thư
,귀하,명사,,편지,중급,,thư
3221.0,귀하다,형용사,貴-,신분이,중급,C,Danh tính
8685.0,귓속,명사,,,,C,
778.0,규모,명사,規模,가 크다,중급,C,lớn
1552.0,규정04,명사,規定,을 지키다,중급,C,bảo vệ
2127.0,규칙02,명사,規則,을 어기다,초급,B,vi phạm
,규칙적,관형사,,규칙적 생활,중급,,cuộc sống thường ngày
4117.0,규칙적,명사,規則的,규칙적 생활,중급,B,cuộc sống thường ngày
1778.0,균형,명사,均衡,을 잡다,중급,C,nắm lấy
10419.0,귤,명사,橘,을 까다,초급,C,đón tiếp
9.0,그01,관형사,,그 사람,초급,A,người đó
15.0,그01,대명사,,그 사람,초급,A,người đó
1164.0,그02,감탄사,,,,A,
5726.0,그간,명사,-間,,,C,
139.0,그거,대명사,,그것,초급,A,cái đó
48.0,그것,대명사,,−,초급,A,
860.0,그곳,대명사,,에 가다,초급,A,đi tới
2307.0,그나마,부사,,그나마 낫다,중급,C,Nó tốt hơn
672.0,그날,명사,,그날 일,초급,A,ngày hôm đó
303.0,그냥,부사,,그냥 가다,초급,B,cứ đi đi
,그네02,명사,,를 타다,중급,,lái
69.0,그녀,대명사,-女,사람(3인칭),중급,C,người (người thứ 3)
4183.0,그놈,대명사,,,,C,
